Date,Meteo,Temperature,Collection,Line,Color,Eyewear,Gender,Age,Quantity,Salesman
5/31/2016,Rainy,Chill,A,ModelA24,Brown,Solar,F,30-45,1,Boss
5/31/2016,Rainy,Chill,A,ModelA25,Black,Solar,F,30-45,1,Boss
6/1/2016,Cloudy,Chill,A,ModelA13,Yellow,Solar_Opt,F,60 +,1,Boss
6/1/2016,Cloudy,Chill,A,ModelA3,Gray,Optical,F,15-30,1,Boss
6/1/2016,Cloudy,Chill,A,ModelA8,Black,Optical,M,15-30,1,Boss
6/1/2016,Cloudy,Chill,A,ModelA7,Red,Optical,M,30-45,1,Boss
6/1/2016,Cloudy,Chill,A,ModelA13,Yellow,Optical,M,45-60,1,Boss
6/2/2016,Rainy,Chill,A,ModelA15,Brown,Optical,F,30-45,1,Boss
6/2/2016,Cloudy + Rainy,Chill,A,ModelA8,Shiny,Optical,M,45-60,1,Boss
6/2/2016,Cloudy + Rainy,Chill,A,ModelA14,Blue,Optical,M,45-60,1,Boss
6/2/2016,Cloudy,Chill,A,ModelA6,Red,Solar,F,15-30,1,Boss
6/3/2016,Cloudy,Cold,A,ModelA25,Gray,Optical,M,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA6,Red,Optical,F,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA6,Red,Solar,M,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA24,Black,Solar,M,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA8,Shiny,Solar,M,30-45,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA2,Red,Optical,M,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA3,Gray,Solar,M,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA22,Blue,Solar,F,45-60,1,Employe1
6/4/2016,Cloudy,Cold,A,ModelA9,Silver,Solar,F,00-15,1,Employe1
6/4/2016,Cloudy,Cold,A,ModelA12,Black,Solar,F,30-45,1,Employe1
6/4/2016,Cloudy,Cold,A,ModelA6,Red,Optical,M,15-30,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA6,Red,Optical,M,30-45,1,Boss
6/4/2016,Cloudy,Cold,A,ModelA8,Black,Optical,M,15-30,1,Boss
6/5/2016,Cloudy,Chill,A,ModelA8,Black,Frame,F,45-60,1,Employe1
6/5/2016,Cloudy,Chill,A,ModelA24,Brown,Frame,F,45-60,1,Employe1
6/5/2016,Cloudy,Chill,A,ModelA3,Gray,Frame,M,45-60,1,Boss
6/5/2016,Cloudy,Chill,A,ModelA8,Shiny,Solar,F,15-30,1,Boss
6/5/2016,Cloudy,Chill,A,ModelA26,Black,Solar,F,00-15,1,Boss
6/5/2016,Cloudy,Chill,A,ModelA26,Black,Solar,F,45-60,1,Boss
6/5/2016,Cloudy,Chill,A,ModelA3,Gray,Solar,F,45-60,1,Boss
6/5/2016,Cloudy,Chill,A,ModelA8,Shiny,Optical,M,45-60,1,Employe1
6/5/2016,Cloudy,Chill,A,ModelA7,Brown,Frame,F,45-60,1,Employe1
6/5/2016,Cloudy,Chill,A,ModelA17,Black,Optical,M,45-60,1,Boss
6/5/2016,Partly Cloudy,Chill,A,ModelA19,Blue,Optical,F,30-45,1,Employe1
6/5/2016,Partly Cloudy,Chill,A,ModelA3,Black,Solar_Opt,F,30-45,1,Employe1
6/5/2016,Partly Cloudy,Chill,A,ModelA8,Black,Solar,M,45-60,1,Boss
6/5/2016,Partly Cloudy,Chill,A,ModelA23,White,Optical,M,45-60,1,Boss
6/5/2016,Partly Cloudy,Chill,A,ModelA3,Gray,Solar_Opt,M,15-30,1,Employe1
6/5/2016,Sunny,Chill,A,ModelA18,Purple,Optical,F,15-30,1,Employe1
6/5/2016,Sunny,Chill,A,ModelA2,Brown,Solar,F,30-45,1,Employe1
6/5/2016,Sunny,Chill,A,ModelA6,Red,Solar,M,15-30,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA9,Silver,Solar,M,30-45,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA8,Black,Optical,F,30-45,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA7,Red,Solar_Opt,M,60 +,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA9,Silver,Optical,M,60 +,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA21,Black,Frame,M,45-60,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA3,Gray,Solar,F,15-30,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA8,Shiny,Frame,M,15-30,1,Boss
6/6/2016,Partly Cloudy,Moderate,A,ModelA2,Red,Solar,M,15-30,1,Boss
6/6/2016,Clear,Moderate,A,ModelA8,Black,Optical,M,30-45,1,Boss
6/7/2016,Sunny,Warm,A,ModelA7,Black,Solar,M,30-45,1,Employe1
6/7/2016,Sunny,Hot,A,ModelA15,Purple,Optical,M,30-45,1,Employe1
6/7/2016,Sunny,Hot,A,ModelA3,Black,Solar,F,45-60,1,Employe1
6/7/2016,Sunny,Hot,A,ModelA9,Silver,Optical,F,15-30,1,Boss
6/7/2016,Sunny,Hot,A,ModelA24,Brown,Optical,F,15-30,1,Boss
6/7/2016,Sunny,Hot,A,ModelA26,Silver,Solar,M,30-45,1,Employe1
6/7/2016,Partly Cloudy,Hot,A,ModelA8,Black,Optical,F,15-30,1,Boss
6/7/2016,Partly Cloudy,Hot,A,ModelA6,Red,Solar,M,15-30,1,Boss
6/7/2016,Partly Cloudy,Hot,A,ModelA6,Red,Solar_Opt,F,15-30,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA3,Green,Optical,M,30-45,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA13,Yellow,Solar,F,15-30,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA14,Blue,Frame,M,15-30,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA7,Red,Solar,M,30-45,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA8,Black,Optical,F,45-60,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA6,Red,Solar_Opt,M,30-45,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA22,Pink,Solar,F,45-60,1,Boss
6/8/2016,Partly Cloudy,Warm,A,ModelA1,Pink,Solar,F,45-60,1,Boss
6/9/2016,Sunny,Hot,A,ModelA8,Shiny,Optical,M,45-60,1,Boss
6/9/2016,Sunny,Hot,A,ModelA1,Brown,Solar,F,45-60,1,Employe1
6/9/2016,Clear,Warm,A,ModelA18,Purple,Solar_Opt,F,30-45,1,Employe1
6/10/2016,Clear,Warm,A,ModelA3,Gray,Optical,F,30-45,1,Boss
6/10/2016,Partly Cloudy,Warm,A,ModelA3,Gray,Solar,M,30-45,1,Boss
6/10/2016,Cloudy,Warm,A,ModelA3,Green,Optical,F,15-30,1,Boss
6/11/2016,Cloudy + Rainy,Warm,A,ModelA7,Black,Solar_Opt,M,45-60,1,Employe1
6/11/2016,Cloudy + Rainy,Warm,A,ModelA3,Black,Solar,F,15-30,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA25,Silver,Solar,M,30-45,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA3,Gray,Solar,M,30-45,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA8,Black,Solar,M,30-45,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA8,Shiny,Optical,M,30-45,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA11,Silver,Solar_Opt,M,30-45,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA2,Brown,Solar,M,15-30,1,Employe1
6/11/2016,Cloudy,Warm,A,ModelA24,Black,Solar,F,60 +,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA9,Black,Solar,F,15-30,1,Employe1
6/11/2016,Cloudy,Warm,A,ModelA26,Silver,Solar,F,30-45,1,Employe1
6/11/2016,Cloudy,Warm,A,ModelA2,Brown,Solar,M,15-30,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA25,Black,Solar,F,15-30,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA8,Black,Optical,M,15-30,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA8,Black,Optical,M,30-45,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA24,Pink,Solar,M,15-30,1,Boss
6/11/2016,Cloudy,Warm,A,ModelA6,Red,Solar,M,15-30,1,Employe1
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA19,Blue,Optical,F,15-30,1,Boss
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA3,Green,Optical,F,15-30,1,Boss
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA2,Red,Frame,F,15-30,1,Employe1
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA1,Pink,Solar,F,15-30,1,Boss
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA3,Gray,Optical,F,15-30,1,Employe1
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA2,Brown,Optical,F,45-60,1,Boss
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA26,Gray,Optical,M,30-45,1,Employe1
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA7,Brown,Solar,M,30-45,1,Employe1
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA3,Green,Solar,F,15-30,1,Employe1
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA25,Black,Solar,M,15-30,1,Boss
6/12/2016,Cloudy + Rainy,Moderate,A,ModelA8,Shiny,Optical,M,30-45,1,Employe1
6/13/2016,Cloudy + Rainy,Moderate,A,ModelA14,Green,Optical,M,45-60,1,Boss
6/13/2016,Cloudy + Rainy,Moderate,A,ModelA25,Black,Solar,M,15-30,1,Boss
6/13/2016,Partly Cloudy,Moderate,A,ModelA22,Blue,Solar,F,45-60,1,Boss
6/13/2016,Partly Cloudy,Moderate,A,ModelA7,Brown,Solar,M,45-60,1,Boss
6/13/2016,Partly Cloudy,Moderate,A,ModelA23,White,Solar,M,30-45,1,Boss
6/14/2016,Partly Cloudy,Moderate,A,ModelA23,White,Frame,M,15-30,1,Employe1
6/14/2016,Partly Cloudy,Moderate,A,ModelA17,Gray,Solar,M,15-30,1,Boss
6/14/2016,Partly Cloudy,Moderate,A,ModelA25,Silver,Optical,F,15-30,1,Boss
6/15/2016,Partly Cloudy,Moderate,A,ModelA24,Brown,Solar,F,30-45,1,Boss
6/15/2016,Clear,Moderate,A,ModelA6,Red,Optical,M,30-45,1,Boss
6/15/2016,Clear,Moderate,A,ModelA8,Shiny,Optical,M,45-60,1,Boss
6/16/2016,Clear,Moderate,A,ModelA11,Red,Solar,M,30-45,1,Boss
6/16/2016,Clear,Moderate,A,ModelA6,Gray,Solar,M,30-45,1,Boss
6/16/2016,Cloudy,Moderate,A,ModelA22,Pink,Solar,F,30-45,1,Boss
6/16/2016,Cloudy,Moderate,A,ModelA21,Black,Optical,M,15-30,1,Boss
6/16/2016,Cloudy,Moderate,A,ModelA17,Silver,Solar,F,30-45,1,Employe1
6/17/2016,Rainy,Moderate,A,ModelA2,Brown,Solar_Opt,M,30-45,1,Boss
6/17/2016,Sunny,Moderate,A,ModelA25,Silver,Solar,F,45-60,1,Boss
6/17/2016,Cloudy + Rainy,Moderate,A,ModelA25,Gray,Optical,M,45-60,1,Boss
6/17/2016,Cloudy + Rainy,Moderate,A,ModelA1,Brown,Solar,F,15-30,1,Boss
6/17/2016,Clear,Moderate,A,ModelA8,Black,Solar,F,45-60,1,Boss
6/17/2016,Clear,Moderate,A,ModelA15,Pink,Solar,F,45-60,1,Boss
6/17/2016,Clear,Moderate,A,ModelA23,Orange,Solar,M,15-30,1,Boss
6/18/2016,Cloudy,Moderate,A,ModelA3,Gray,Optical,M,15-30,1,Employe1
6/18/2016,Cloudy,Moderate,A,ModelA16,Black,Optical,M,15-30,1,Employe1
6/18/2016,Cloudy,Moderate,A,ModelA9,Silver,Optical,F,15-30,1,Boss
6/18/2016,Cloudy,Moderate,A,ModelA22,Pink,Solar_Opt,F,15-30,1,Boss
6/18/2016,Cloudy,Moderate,A,ModelA2,Brown,Optical,M,30-45,1,Employe1
6/18/2016,Cloudy,Moderate,A,ModelA18,Brown,Optical,F,30-45,1,Boss
6/18/2016,Cloudy,Moderate,A,ModelA7,Orange,Solar_Opt,M,30-45,1,Boss
6/18/2016,Cloudy + Rainy,Moderate,A,ModelA1,Brown,Solar,F,45-60,1,Employe1
6/18/2016,Cloudy + Rainy,Moderate,A,ModelA15,Pink,Frame,M,60 +,1,Employe1
6/18/2016,Cloudy + Rainy,Moderate,A,ModelA8,Black,Optical,M,15-30,1,Boss
6/18/2016,Cloudy + Rainy,Moderate,A,ModelA26,Red,Solar,M,30-45,1,Employe1
6/19/2016,Clear,Moderate,A,ModelA8,Black,Optical,M,30-45,1,Boss
6/19/2016,Clear,Moderate,A,ModelA25,Black,Optical,M,30-45,1,Boss
6/19/2016,Clear,Moderate,A,ModelA16,Shiny,Solar,M,30-45,1,Boss
6/19/2016,Sunny,Moderate,A,ModelA24,Pink,Solar,F,45-60,1,Boss
6/19/2016,Sunny,Moderate,A,ModelA8,Black,Solar,M,15-30,1,Boss
6/19/2016,Sunny,Moderate,A,ModelA6,Transparent,Solar_Opt,M,15-30,1,Boss
6/19/2016,Sunny,Moderate,A,ModelA25,Silver,Solar_Opt,M,45-60,1,Employe1
6/19/2016,Sunny,Moderate,A,ModelA3,Green,Solar,F,15-30,1,Employe1
6/19/2016,Sunny,Moderate,A,ModelA25,Gray,Solar,M,15-30,1,Employe1
6/19/2016,Clear,Moderate,A,ModelA4,Green,Solar,M,15-30,1,Boss
6/19/2016,Clear,Moderate,A,ModelA18,Gray,Optical,F,15-30,1,Employe1
6/19/2016,Clear,Moderate,A,ModelA3,Black,Solar,M,15-30,1,Boss
6/19/2016,Clear,Moderate,A,ModelA20,Gray,Optical,F,15-30,1,Employe1
6/20/2016,Rainy,Moderate,A,ModelA25,Black,Solar_Opt,F,15-30,1,Boss
6/20/2016,Rainy,Moderate,A,ModelA3,Green,Solar,F,15-30,1,Boss
6/20/2016,Rainy,Moderate,A,ModelA21,Blue,Solar,F,15-30,1,Boss
6/20/2016,Rainy,Moderate,A,ModelA19,Blue,Optical,F,45-60,1,Boss
6/20/2016,Rainy,Moderate,A,ModelA24,Black,Solar_Opt,F,45-60,1,Boss
6/20/2016,Rainy,Moderate,A,ModelA23,White,Solar,M,15-30,1,Boss
6/21/2016,Clear,Moderate,A,ModelA15,Brown,Solar,F,15-30,1,Employe1
6/21/2016,Clear,Moderate,A,ModelA25,Black,Optical,M,30-45,1,Boss
6/21/2016,Clear,Moderate,A,ModelA20,Black,Solar,F,15-30,1,Employe1
6/21/2016,Clear,Moderate,A,ModelA15,Purple,Optical,M,15-30,1,Employe1
6/21/2016,Clear,Moderate,A,ModelA2,Brown,Optical,M,15-30,1,Employe1
6/22/2016,Sunny,Hot,A,ModelA8,Black,Solar,M,15-30,1,Boss
6/22/2016,Sunny,Hot,A,ModelA13,Red,Optical,F,15-30,1,Boss
6/22/2016,Sunny,Hot,A,ModelA25,Silver,Optical,M,30-45,1,Boss
6/22/2016,Sunny,Hot,A,ModelA21,Red,Solar,M,30-45,1,Boss
6/22/2016,Cloudy + Rainy,Hot,A,ModelA27,Green,Optical,F,30-45,1,Boss
6/22/2016,Cloudy,Hot,A,ModelA8,Shiny,Solar,M,30-45,1,Boss
6/22/2016,Cloudy,Hot,A,ModelA14,Blue,Optical,F,30-45,1,Boss
6/22/2016,Cloudy,Hot,A,ModelA24,Brown,Solar_Opt,F,15-30,1,Boss
6/23/2016,Sunny,Hot,A,ModelA1,Blue,Solar,F,15-30,1,Employe1
6/23/2016,Sunny,Hot,A,ModelA13,Yellow,Solar,F,30-45,1,Employe1
6/23/2016,Sunny,Hot,A,ModelA25,Gray,Solar,M,15-30,1,Boss
6/23/2016,Sunny,Hot,A,ModelA6,Red,Solar,F,15-30,1,Boss
6/23/2016,Sunny,Hot,A,ModelA6,Red,Solar,M,15-30,1,Employe1
6/23/2016,Sunny,Hot,A,ModelA9,Silver,Solar,M,15-30,1,Employe1
6/24/2016,Clear,Warm,A,ModelA25,Gray,Optical,M,45-60,1,Boss
6/24/2016,Clear,Warm,A,ModelA15,Pink,Optical,F,15-30,1,Boss
6/24/2016,Clear,Warm,A,ModelA14,Blue,Optical,M,15-30,1,Boss
6/24/2016,Clear,Warm,A,ModelA15,Pink,Solar,F,30-45,1,Boss
6/24/2016,Clear,Warm,A,ModelA1,Blue,Solar,F,30-45,1,Boss
6/24/2016,Clear,Warm,A,ModelA9,Silver,Solar,F,15-30,1,Boss
6/24/2016,Clear,Warm,A,ModelA6,Red,Solar,M,30-45,1,Boss
6/25/2016,Clear,Warm,A,ModelA16,Shiny,Frame,F,15-30,1,Employe1
6/25/2016,Clear,Warm,A,ModelA2,Brown,Optical,F,15-30,1,Employe1
6/25/2016,Partly Cloudy,Warm,A,ModelA25,Gray,Solar_Opt,M,15-30,1,Boss
6/25/2016,Clear,Warm,A,ModelA2,Orange,Optical,M,45-60,1,Boss
6/25/2016,Clear,Warm,A,ModelA26,Silver,Optical,F,30-45,1,Employe1
6/25/2016,Clear,Warm,A,ModelA1,Blue,Solar,F,30-45,1,Boss
6/25/2016,Clear,Warm,A,ModelA6,Red,Solar,M,30-45,1,Employe1
6/25/2016,Clear,Warm,A,ModelA13,Red,Solar,F,15-30,1,Employe1
6/25/2016,Clear,Warm,A,ModelA24,Brown,Solar,M,15-30,1,Boss
6/25/2016,Clear,Warm,A,ModelA13,Black,Solar,M,15-30,1,Employe1
6/25/2016,Clear,Warm,A,ModelA25,Silver,Solar,F,15-30,1,Employe1
6/26/2016,Partly Cloudy,Chill,A,ModelA8,Black,Solar,M,30-45,1,Employe1
6/26/2016,Partly Cloudy,Chill,A,ModelA16,Black,Solar,M,30-45,1,Employe1
6/26/2016,Partly Cloudy,Chill,A,ModelA6,Red,Solar,F,45-60,1,Employe1
6/26/2016,Partly Cloudy,Chill,A,ModelA12,Shiny,Solar,F,45-60,1,Employe1
6/26/2016,Partly Cloudy,Chill,A,ModelA4,Gray,Frame,M,30-45,1,Boss
6/26/2016,Partly Cloudy,Chill,A,ModelA2,Black,Frame,F,30-45,1,Boss
6/26/2016,Sunny,Chill,A,ModelA6,Red,Solar,F,30-45,1,Employe1
6/26/2016,Sunny,Chill,A,ModelA25,Black,Solar,M,30-45,1,Employe1
6/26/2016,Sunny,Chill,A,ModelA2,Red,Solar,F,45-60,1,Boss
6/26/2016,Sunny,Chill,A,ModelA1,Brown,Solar,F,45-60,1,Employe1
6/26/2016,Sunny,Chill,A,ModelA13,Yellow,Solar,F,15-30,1,Employe1
6/26/2016,Sunny,Chill,A,ModelA2,Red,Solar,F,45-60,1,Boss
6/26/2016,Sunny,Chill,A,ModelA25,Black,Solar,F,15-30,1,Employe1
6/26/2016,Sunny,Chill,A,ModelA6,Red,Solar,F,45-60,1,Boss
6/26/2016,Sunny,Chill,A,ModelA4,Green,Optical,M,30-45,1,Boss
6/26/2016,Sunny,Chill,A,ModelA3,Black,Solar,F,15-30,1,Employe1
6/26/2016,Sunny,Chill,A,ModelA3,Gray,Solar,F,15-30,1,Boss
6/27/2016,Cloudy,Chill,A,ModelA9,Brown,Solar,M,45-60,1,Boss
6/27/2016,Rainy,Chill,A,ModelA25,Black,Optical,M,15-30,1,Boss
6/27/2016,Rainy,Chill,A,ModelA9,Silver,Optical,M,15-30,1,Boss
6/27/2016,Rainy,Chill,A,ModelA10,Black,Solar,F,45-60,1,Boss
6/27/2016,Rainy,Chill,A,ModelA7,Brown,Solar_Opt,M,15-30,1,Boss
6/27/2016,Partly Cloudy,Chill,A,ModelA2,Red,Optical,M,45-60,1,Boss
6/27/2016,Partly Cloudy,Chill,A,ModelA24,Brown,Solar_Opt,M,15-30,1,Boss
6/27/2016,Partly Cloudy,Moderate,A,ModelA3,Green,Frame,F,45-60,1,Boss
6/28/2016,Partly Cloudy,Moderate,A,ModelA13,Red,Optical,M,45-60,1,Employe1
6/28/2016,Partly Cloudy,Moderate,A,ModelA26,Silver,Optical,M,45-60,1,Employe1
6/28/2016,Partly Cloudy,Moderate,A,ModelA25,Gray,Optical,M,45-60,1,Boss
6/28/2016,Partly Cloudy,Moderate,A,ModelA25,Gray,Solar,M,15-30,1,Boss
6/28/2016,Partly Cloudy,Moderate,A,ModelA10,Black,Solar,F,30-45,1,Boss
6/28/2016,Partly Cloudy,Moderate,A,ModelA10,Yellow,Solar,F,15-30,1,Employe1
6/29/2016,Sunny,Moderate,A,ModelA6,Red,Solar,M,15-30,1,Boss
6/29/2016,Sunny,Moderate,A,ModelA24,Brown,Solar,F,45-60,1,Boss
6/29/2016,Sunny,Moderate,A,ModelA3,Green,Optical,F,00-15,1,Boss
6/29/2016,Partly Cloudy,Moderate,A,ModelA16,Black,Optical,M,45-60,1,Boss
6/29/2016,Partly Cloudy,Moderate,A,ModelA25,Silver,Optical,M,15-30,1,Boss
6/29/2016,Partly Cloudy,Moderate,A,ModelA23,White,Frame,M,30-45,1,Boss
6/29/2016,Partly Cloudy,Moderate,A,ModelA24,Pink,Optical,F,15-30,1,Boss
6/30/2016,Partly Cloudy,Moderate,A,ModelA17,Black,Optical,F,45-60,1,Boss
6/30/2016,Partly Cloudy,Moderate,A,ModelA21,Red,Solar,M,30-45,1,Employe1
6/30/2016,Partly Cloudy,Moderate,A,ModelA8,Shiny,Solar,M,45-60,1,Employe1
6/30/2016,Partly Cloudy,Moderate,A,ModelA6,Gray,Solar,M,00-15,1,Employe1
6/30/2016,Partly Cloudy,Moderate,A,ModelA14,Blue,Solar,F,45-60,1,Boss
6/30/2016,Partly Cloudy,Moderate,A,ModelA11,Silver,Solar,M,45-60,1,Boss
6/30/2016,Partly Cloudy,Moderate,A,ModelA9,Silver,Solar,M,15-30,1,Employe1
7/1/2016,Partly Cloudy,Moderate,A,ModelA2,Red,Optical,M,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA15,Pink,Frame,F,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA23,Orange,Optical,F,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA7,Brown,Solar,M,45-60,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA24,Black,Solar,M,45-60,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA3,Green,Optical,F,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA7,Brown,Solar,M,45-60,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA25,Gray,Solar,M,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA23,White,Solar,M,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA16,Black,Solar,M,15-30,1,Boss
7/1/2016,Partly Cloudy,Moderate,A,ModelA3,Black,Solar,F,15-30,1,Boss
7/2/2016,Clear,Moderate,A,ModelA3,Black,Solar,M,15-30,1,Employe1
7/2/2016,Sunny,Moderate,A,ModelA2,Brown,Solar,F,15-30,1,Employe1
7/2/2016,Sunny,Moderate,A,ModelA20,Gray,Solar,F,15-30,1,Employe1
7/2/2016,Sunny,Moderate,A,ModelA24,Pink,Solar,F,15-30,1,Employe1
7/2/2016,Sunny,Moderate,A,ModelA1,Pink,Solar,F,30-45,1,Boss
7/2/2016,Clear,Moderate,A,ModelA16,Shiny,Frame,M,30-45,1,Employe1
7/2/2016,Clear,Moderate,A,ModelA2,Brown,Solar,F,15-30,1,Boss
7/2/2016,Clear,Moderate,A,ModelA2,Brown,Solar,M,30-45,1,Boss
7/2/2016,Partly Cloudy,Moderate,A,ModelA13,Yellow,Solar,F,30-45,1,Boss
7/2/2016,Partly Cloudy,Moderate,A,ModelA24,Pink,Solar,F,15-30,1,Employe1
7/2/2016,Partly Cloudy,Moderate,A,ModelA24,Brown,Solar,M,15-30,1,Boss
7/2/2016,Partly Cloudy,Moderate,A,ModelA24,Brown,Solar,M,30-45,1,Boss
7/2/2016,Partly Cloudy,Moderate,A,ModelA24,Pink,Solar,F,15-30,1,Boss
7/2/2016,Cloudy + Rainy,Moderate,A,ModelA2,Brown,Optical,F,30-45,1,Employe1
7/2/2016,Cloudy + Rainy,Moderate,A,ModelA7,Brown,Optical,M,45-60,1,Employe1
7/2/2016,Cloudy + Rainy,Moderate,A,ModelA6,Gray,Optical,M,45-60,1,Boss
7/2/2016,Cloudy + Rainy,Moderate,A,ModelA25,Silver,Solar,M,45-60,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA16,Shiny,Optical,M,45-60,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA8,Shiny,Solar,M,45-60,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA21,Red,Optical,F,45-60,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA3,Green,Solar,M,30-45,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA24,Pink,Solar,F,30-45,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA3,Green,Solar,M,15-30,1,Boss
7/3/2016,Cloudy,Moderate,A,ModelA27,Green,Optical,F,15-30,1,Boss
7/3/2016,Cloudy,Moderate,A,ModelA1,Brown,Solar,F,15-30,1,Boss
7/3/2016,Cloudy,Moderate,A,ModelA1,Brown,Solar,F,15-30,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA17,Gray,Solar,M,30-45,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA2,Brown,Solar,F,30-45,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA20,Red,Solar,F,00-15,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA3,Green,Optical,F,15-30,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA13,Yellow,Solar,F,30-45,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA3,Green,Optical,F,30-45,1,Boss
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA21,Red,Solar,F,30-45,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA7,Orange,Solar,F,30-45,1,Employe1
7/3/2016,Cloudy + Rainy,Moderate,A,ModelA24,Brown,Solar,M,45-60,1,Employe1
7/4/2016,Partly Cloudy,Moderate,A,ModelA18,Gray,Solar,F,45-60,1,Boss
7/4/2016,Partly Cloudy,Moderate,A,ModelA11,Silver,Optical,M,30-45,1,Boss
7/4/2016,Partly Cloudy,Moderate,A,ModelA10,Blue,Solar,F,30-45,1,Employe1
7/4/2016,Partly Cloudy,Moderate,A,ModelA8,Shiny,Solar,M,45-60,1,Employe1
7/4/2016,Partly Cloudy,Moderate,A,ModelA9,Brown,Solar,M,15-30,1,Employe1
7/4/2016,Partly Cloudy,Moderate,A,ModelA2,Brown,Solar,F,15-30,1,Employe1
7/4/2016,Partly Cloudy,Moderate,A,ModelA9,Gray,Solar,M,15-30,1,Boss
7/4/2016,Partly Cloudy,Moderate,A,ModelA24,Black,Solar,F,15-30,1,Employe1
7/4/2016,Partly Cloudy,Moderate,A,ModelA9,Silver,Solar,M,30-45,1,Employe1
7/5/2016,Clear,Moderate,A,ModelA13,Yellow,Solar,F,45-60,1,Boss
7/5/2016,Clear,Moderate,A,ModelA24,Brown,Frame,M,15-30,1,Boss
7/5/2016,Clear,Moderate,A,ModelA16,Shiny,Solar,F,15-30,1,Boss
7/5/2016,Clear,Moderate,A,ModelA2,Red,Optical,F,15-30,1,Boss
7/5/2016,Sunny,Moderate,A,ModelA16,Black,Frame,M,45-60,1,Boss
